date,EDAC
2004-06-14,0.0
2004-09-28,0.0
2004-10-09,0.0
2005-03-04,2.0
2005-03-05,2.0
2005-09-29,0.0
2006-03-01,0.0
2006-03-02,
2006-03-03,
2006-03-04,
2006-03-05,
2006-03-06,
2006-03-07,
2006-03-08,
2006-03-09,
2006-03-10,
2006-03-11,
2006-03-12,
2006-03-13,
2006-03-14,
2006-03-15,
2006-03-16,0.0
2006-12-03,3.0
2007-05-09,1.0
2007-09-16,0.0
2007-12-16,0.0
2008-01-11,0.0
2008-01-12,
2008-01-13,
2008-01-14,
2008-01-15,
2008-01-16,
2008-01-17,
2008-01-18,0.0
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,0.0
2008-09-01,6.0
2008-09-02,7.0
2008-09-03,7.0
2008-09-04,7.0
2008-09-05,7.0
2008-09-06,0.0
2009-03-25,0.0
2009-03-26,
2009-03-27,
2009-03-28,0.0
2009-03-29,0.0
2009-09-12,0.0
2009-09-13,1.0
2009-09-14,0.0
2009-11-13,0.0
2009-11-14,
2009-11-15,
2009-11-16,
2009-11-17,
2009-11-18,
2009-11-19,
2009-11-20,
2009-11-21,0.0
2009-11-22,
2009-11-23,
2009-11-24,
2009-11-25,
2009-11-26,
2009-11-27,
2009-11-28,
2009-11-29,
2009-11-30,0.0
2010-06-01,1.0
2010-06-02,1.0
2010-06-03,2.0
2010-06-04,2.0
2010-06-05,2.0
2010-06-06,3.0
2010-06-07,4.0
2010-06-08,6.0
2010-06-09,6.0
2010-06-10,6.0
2010-06-11,6.0
2010-06-12,6.0
2010-06-13,6.0
2010-06-14,6.0
2010-06-15,7.0
2010-06-16,8.0
2010-06-17,8.0
2010-06-18,8.0
2010-06-19,8.0
2010-06-20,9.0
2010-06-21,9.0
2010-06-22,9.0
2010-06-23,10.0
2010-06-24,11.0
2010-06-25,11.0
2010-06-26,11.0
2010-06-27,11.0
2010-06-28,11.0
2010-06-29,12.0
2010-06-30,12.0
2010-09-15,0.0
2011-03-25,1.0
2014-03-11,0.0
2016-05-03,1.0
